Tweet,Created Date,Retweets,Favourites,Engagement,No of Hashtags,No of User Mentions,No of URLS added,No of Media added,Tweeted Username,Replied To Username,Post Type,Media Type,Is Quote Tweet,Is Retweeted,Language (Tweets) ,Country,Location (Tweets) ,Location Full Name,Location Type,Hashtags,User Mentions,URLS Used,Media URLS,Name,Username,Created Date (Handles) ,Language (Handles) ,Tweets,Followers,Friends,Favourites (Handles) ,Listed Count,Location (Handles) ,Protected,Verified,URL,Description,Profile Image URL,Account Age in Days,Avg Tweets per day
https://t.co/Ra0AYXRKK5,2019/12/11 9:19,100,916,1016,0,0,0,1,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Undetermined,,,,,,,,http://pbs.twimg.com/media/ELdxdR7UUAEQ4Ak.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
https://t.co/KSq726wkE4,2019/12/11 9:38,127,1269,1396,0,0,0,1,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Undetermined,,,,,,,,http://pbs.twimg.com/media/ELd11JuUYAElMjf.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
https://t.co/zKq8aelJhW,2019/12/11 14:47,36,596,632,0,0,0,1,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Undetermined,,,,,,,,http://pbs.twimg.com/media/ELe8icMU0AA80Kz.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
リンゼイさんと。 https://t.co/dfxvT6c9X2,2019/12/11 15:22,614,5175,5789,0,0,0,1,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,http://pbs.twimg.com/media/ELfEiENVUAIhv14.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
https://t.co/26afp1pFXl,2019/12/11 16:09,211,2381,2592,0,0,0,1,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Undetermined,,,,,,,,http://pbs.twimg.com/media/ELfPdi7UwAEdDTV.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
"来日中のJ・J・エイブラムス監督から、デスストへのコメントをいただきました。

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#DeathStranding????
#TomorrowIsInYourHands https://t.co/yqGp3VjVEt",2019/12/11 16:18,906,3048,3954,4,0,0,1,Kojima_Hideo,,Original Tweet,Video,いいえ,いいえ,Japanese,,,,,"デスストでつながれ,デススト,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/ext_tw_video_thumb/1204661649593946112/pu/img/htp0OAcbRMdCKEG9.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
「スター・ウォーズ」のJ・J・エイブラムス監督が小島監督について語る https://t.co/YZHvBhWdi3 @YJ_videotopicsより,2019/12/12 1:18,67,308,375,0,1,1,0,Kojima_Hideo,,Original Tweet,Text,いいえ,いいえ,Japanese,,,,,,YJ_videotopics,https://videotopics.yahoo.co.jp/video/ignjvideo/386835,,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#DeathStranding????
#TomorrowIsInYourHand https://t.co/ZQwMNYNr6y",2019/12/12 3:00,70,370,440,4,0,0,1,Kojima_Hideo,,Original Tweet,Video,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,DeathStranding,TomorrowIsInYourHand",,,http://pbs.twimg.com/ext_tw_video_thumb/1204822962731241474/pu/img/lD2Dk8lAw3CLC3aX.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#DeathStranding????
#TomorrowIsInYourHand https://t.co/BaTTHXn2Qs",2019/12/12 3:12,79,553,632,4,0,0,1,Kojima_Hideo,,Original Tweet,Video,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,DeathStranding,TomorrowIsInYourHand",,,http://pbs.twimg.com/ext_tw_video_thumb/1204826178801954817/pu/img/NkxP5nRuJXn5z2oO.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#DeathStranding????
#TomorrowIsInYourHand https://t.co/A3MRKCSQti",2019/12/12 3:36,41,400,441,4,0,0,1,Kojima_Hideo,,Original Tweet,Video,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,DeathStranding,TomorrowIsInYourHand",,,http://pbs.twimg.com/ext_tw_video_thumb/1204832340813336576/pu/img/C1yKcn2OBVHynyqG.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#DeathStranding????
#TomorrowIsInYourHand https://t.co/t136ixhP41",2019/12/12 3:41,36,213,249,4,0,0,1,Kojima_Hideo,,Original Tweet,Video,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,DeathStranding,TomorrowIsInYourHand",,,http://pbs.twimg.com/ext_tw_video_thumb/1204833355004444672/pu/img/COWEdvykUbSkcOZE.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
https://t.co/SGey5DyY5k,2019/12/12 5:41,522,3847,4369,0,0,0,1,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Undetermined,,,,,,,,http://pbs.twimg.com/media/ELiJVOzVUAASctK.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
https://t.co/zO5fdK1ygA,2019/12/12 6:58,370,4312,4682,0,0,0,1,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Undetermined,,,,,,,,http://pbs.twimg.com/media/ELia3kXUYAEcCXK.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
【ゲームさんぽ】歩荷の人と背負うデス・ストランディング 3話 わるい歩荷?エルダー訪問編【DEATH STRANDING】 - YouTube https://t.co/hnxzVsawCu,2019/12/12 7:10,193,569,762,0,0,1,0,Kojima_Hideo,,Original Tweet,Text,いいえ,いいえ,Japanese,,,,,,,https://www.youtube.com/watch?v=U9RJV4aNhK8,,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#DeathStranding????
#TomorrowIsInYourHands https://t.co/vSqNoaDhbp",2019/12/12 7:28,120,865,985,4,0,0,1,Kojima_Hideo,,Original Tweet,Video,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/ext_tw_video_thumb/1204890569907961856/pu/img/cyfsyOEGt63ftZsw.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
"INSOMNIAC GAMESに訪問。Ted Priceさんと。ありがとうございました。

TOMORROW IS IN YOUR HANDS. https://t.co/kJIPqjfYzy",2019/12/12 10:44,93,844,937,0,0,0,2,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,"http://pbs.twimg.com/media/ELjOsXpVUAA1G2Q.jpg,http://pbs.twimg.com/media/ELjOsXoU8AAkEe2.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#DeathStranding????
#TomorrowIsInYourHands https://t.co/muEFlpMeq5",2019/12/12 15:16,383,2220,2603,4,0,0,1,Kojima_Hideo,,Original Tweet,Video,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/ext_tw_video_thumb/1205008361919414272/pu/img/NTxQjZl6wtGDRx0v.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#DeathStranding????
#TomorrowIsInYourHands https://t.co/o3GAhtjHDI",2019/12/12 15:24,561,2745,3306,4,0,0,4,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,DeathStranding,TomorrowIsInYourHands",,,"http://pbs.twimg.com/media/ELkOpDAUcAEkN2M.jpg,http://pbs.twimg.com/media/ELkOpDzVUAA81kO.jpg,http://pbs.twimg.com/media/ELkOpLhUEAE0GEV.jpg,http://pbs.twimg.com/media/ELkOpNEUEAAT9QU.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
https://t.co/3Nx1yMy6dj,2019/12/13 5:14,763,5548,6311,0,0,0,1,Kojima_Hideo,,Original Tweet,Video,いいえ,いいえ,Undetermined,,,,,,,,http://pbs.twimg.com/ext_tw_video_thumb/1205219238505398273/pu/img/zGBZuEGvGzy_jSY_.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
ティム・ミラー監督と。 https://t.co/Wnxfh5vFXc,2019/12/13 5:17,200,1436,1636,0,0,0,2,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,"http://pbs.twimg.com/media/ELnNWdEVUAA0vue.jpg,http://pbs.twimg.com/media/ELnNWdEUYAA3FN_.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
https://t.co/GxseKmafii,2019/12/13 5:41,196,3279,3475,0,0,0,1,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Undetermined,,,,,,,,http://pbs.twimg.com/media/ELnSyOSU8AA_FqY.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
https://t.co/kWF7cM1LoN,2019/12/13 7:35,117,990,1107,0,0,0,1,Kojima_Hideo,,Original Tweet,Video,いいえ,いいえ,Undetermined,,,,,,,,http://pbs.twimg.com/ext_tw_video_thumb/1205254862658654209/pu/img/Dp3YrStq2DfwWS6k.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
ティム・ミラー監督からのプレゼント。ありがとうございます。 https://t.co/ccBbGxiqkd,2019/12/13 8:38,289,2189,2478,0,0,0,4,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,"http://pbs.twimg.com/media/ELn7accVUAA2JUT.jpg,http://pbs.twimg.com/media/ELn7accU4AcFB50.jpg,http://pbs.twimg.com/media/ELn7accU0AAgezh.jpg,http://pbs.twimg.com/media/ELn7acdU8AEFEgm.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#DeathStranding????
#TomorrowIsInYourHands https://t.co/IUmf5chWlI",2019/12/13 10:02,620,5364,5984,4,0,0,1,Kojima_Hideo,,Original Tweet,Video,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/ext_tw_video_thumb/1205291821603016705/pu/img/ZTnlp6omE3s-K0XF.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
"TGA2019にて、DEATH STRANDINGが「ベストディレクション賞」「ベストスコア&amp;ミュージック賞」、クリフ役のマッツさんに「ベストパフォーマンス賞」をいただきました。ありがとうございます。

TOMORROW IS IN YOUR HANDS.
#デスストでつながれ
#デススト
#DeathStranding????
#TomorrowIsInYourHands https://t.co/TPoevre0He",2019/12/13 16:28,3572,10019,13591,4,0,0,1,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,"デスストでつながれ,デススト,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/media/ELpm3yFU0AEp9sP.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
"デスストで繋がった愛する人たち。リンゼイさん、ノーマン、チャーチスのメンバー。もう絶対離しません。

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#DeathStranding????
#TomorrowIsInYourHands https://t.co/2oL9PA1OxF",2019/12/13 16:46,1554,7043,8597,4,0,0,1,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,"デスストでつながれ,デススト,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/media/ELprAZ-U8AAgqDt.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#DeathStranding????
#TomorrowIsInYourHands https://t.co/rI0Z70hi95",2019/12/13 17:08,420,3215,3635,4,0,0,1,Kojima_Hideo,,Original Tweet,Video,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/ext_tw_video_thumb/1205398955711844352/pu/img/bEP9R5sR0vYNdQM8.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
TGA後にチャーチスのイアン、マーティン、ローレンから“繋がり”をいただきました。嬉しい? https://t.co/qFa4rF7MYX,2019/12/13 18:16,203,1776,1979,0,0,0,1,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,http://pbs.twimg.com/media/ELp_iP2UEAAhomE.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#DeathStranding????
#TomorrowIsInYourHands https://t.co/GA384iWFjC",2019/12/13 23:25,630,3363,3993,4,0,0,2,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,DeathStranding,TomorrowIsInYourHands",,,"http://pbs.twimg.com/media/ELrGX53U8AA3b2t.jpg,http://pbs.twimg.com/media/ELrGX6jU0AAvZq9.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
TGAも終わり、12/16でコジプロ設立4周年を迎えます。なんとか最初の第一歩を残す事が出来ました。休む事なく、次の一歩を踏み出し、後に続く若者達の為にも、確かな“路”を遺していけたらと思います。応援してくれた皆様、全世界のサム“ポーター”ブリッジズの皆様、ありがとうございます。 https://t.co/ZezMOwKjb0,2019/12/14 1:02,2118,9208,11326,0,0,0,1,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,http://pbs.twimg.com/media/ELrcoxcU4AErtEs.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
"全世界のサム“ポーター”ブリッジズの皆さん、配送ご苦労様です。アプデしました。文字も大きくなっています。週末楽しんで下さい。

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#DeathStranding????
#TomorrowIsInYourHands https://t.co/ioiMo3nO5x",2019/12/14 2:23,1839,6413,8252,4,0,0,1,Kojima_Hideo,,Original Tweet,Video,いいえ,いいえ,Japanese,,,,,"デスストでつながれ,デススト,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/ext_tw_video_thumb/1205538813868527617/pu/img/AO1K6ecmmkPcbJoN.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
TGAのチャーチスのローレンのステージ衣装。ローレンにヒッグス風クレオパトラになって歌って貰おうと、しんちゃんに依頼。このコンセプトを基にローレン自身に衣装デザインをお願いしました。 https://t.co/Saj0yZSeh6,2019/12/14 3:22,918,3988,4906,0,0,0,1,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,http://pbs.twimg.com/media/ELr8e5wUwAADQj6.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
機内で邦画「見えない目撃者」を観た。観る映画(観てない洋画)がほぼなくなったのでインド映画を観た後、全く期待せずに観たのだが、これがびっくり。猛烈に面白い。よく出来ている。リメイクだからか、海外ミステリー(サイコパス警察物)に匹敵する展開、伏線、どんでん返し、キャラ造形、サスペンス。 https://t.co/PE3pfcH8Vm,2019/12/14 16:22,293,1819,2112,0,0,0,1,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,http://pbs.twimg.com/media/ELuvEEPUwAAx-iO.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
浜辺さん主演でドラマ化される「アリバイ崩し承ります」の原作を機内で一気読み。これは面白い！僕の馴染みで言うと「隅の老人」等の“安楽椅子探偵”物に分類される本格推理小説。残念ながら大山誠一郎さんのミステリーは一度も読んだ事がなかったので、過去作も読んでみようかと。本作の続編にも期待。 https://t.co/1pvBUvJDsp,2019/12/14 16:24,96,665,761,0,0,0,1,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,http://pbs.twimg.com/media/ELuvjyCVUAAmrk1.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
機内で読んだ「アリバイ崩し承ります」が面白かったので、帰りに大山誠一郎氏の「赤い博物館」を購入。「密室蒐集家」が欲しかったが、店頭にこれしかなかった。 https://t.co/ID6q5jYOK0,2019/12/14 19:47,53,517,570,0,0,0,2,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,"http://pbs.twimg.com/media/ELveIqDVUAE0_qD.jpg,http://pbs.twimg.com/media/ELveIqfVUAAtqm9.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
ロメロの「ザ・クレイジーズ 細菌兵器の恐怖」のBDが出たので購入。 https://t.co/2OsKXKDfJQ,2019/12/14 20:22,55,636,691,0,0,0,2,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,"http://pbs.twimg.com/media/ELvl-fHVUAAvHI_.jpg,http://pbs.twimg.com/media/ELvl-fIUEAAVhu9.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
「ジュマンジ ネクスト・レベル」鑑賞。この映画の様にゲーム内で勇気を振るい立たせ、友人達との信頼を取り戻し、共にそれぞれの特性を活かし、協調し合って世界を救う。そして、ゲーム内での体験と成長がゲーム外のリアルな人生にも繋がる。まさにそれこそがゲームのネクスト・レベルの力だと思う。 https://t.co/uO0gsayi0m,2019/12/15 11:54,511,2193,2704,0,0,0,4,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,"http://pbs.twimg.com/media/ELy7bDFUYAAJI0D.jpg,http://pbs.twimg.com/media/ELy7bDJUEAA8r_g.jpg,http://pbs.twimg.com/media/ELy7bDIU8AEFw_H.jpg,http://pbs.twimg.com/media/ELy7bDKU0AEpvsH.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
https://t.co/NM5qpjZIJX,2019/12/15 16:29,72,675,747,0,0,0,3,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Undetermined,,,,,,,,"http://pbs.twimg.com/media/ELz6VBRUwAApKkB.jpg,http://pbs.twimg.com/media/ELz6VBQUUAA-ut5.jpg,http://pbs.twimg.com/media/ELz6VBRU4AELm44.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
